question_id,answer_category,issue_type,semantic_entropy,flip_rate,expected_verdict,majority_verdict,answer_type_ner,n_correct,n_incorrect,n_unsure,question,answer,ground_truth,context_preview,majority_rationale
qw_15186,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,PERSON,0,30,0,A dress worn at President John F Kennedy's birthday party at Madison Square Garden on 19 May 1962 was sold at auction in 1999 for $1.26 million. Who wore it at the party?,Marilyn Munroe,Marilyn Munroe,"John Fitzgerald ""Jack"" Kennedy (May 29, 1917 – November 22, 1963), commonly referred to by his initials JFK, was an American politician who served as the 35th President of the United States from January 1961 until his assassination in November 1963. The Cuban Missile Crisis, The Bay of Pigs Invasion","The provided context does not include any information about Marilyn Monroe or the dress worn at the birthday party, making the answer unsupported."
sfq_22467,correct,mismatch_only,-0.0,0.0,CORRECT,UNSURE,DATE,0,0,30,In which decade was the English League Cup first contested?,1960's,1960's,"Decade by decade - FC Barcelona
FC BARCELONA
1978-1988. More members, more stars
Dream signings arrive in the form of players like Maradona, Schuster, Julio Alberto and Quini as the first lucrative television contracts are signed. The Club continues to grow with the extension of Camp Nou and the lan","The context provided does not mention the English League Cup or its inception, making it impossible to determine the correctness of the answer."
sfq_22127,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,NUMBER,0,30,0,In which decade of the 17th Century was the new model army created?,40's,40's,"The Spanish -- myArmoury.com An article by George Gush Spanish officer of the later 16th Century, probably around 1580 Spain was very definitely the dominant military power of 16th Century Europe, primarily because her troops were the only real regulars west of the Ottoman Empireregular, that is, i","The context does not mention the creation of a new model army in the 1640s; instead, it highlights the decline of Spanish military power after the defeat at Rocroi in 1643."
sfq_21478,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,PERSON,0,30,0,In 2004 who became the first African actress to win an Oscar for Best Actress?,Charlize Theron,Charlize Theron,"Academy Awards Best Actress Blue Jasmine (2013) The Only Best Actress Tie: In the Best Actress category, an unusual tie (the only occurrence among female acting performances) occurred in 1968 between Katharine Hepburn and Barbra Streisand, for their respective performances in The Lion in Winter (196","The context does not mention Charlize Theron as the first African actress to win an Oscar for Best Actress, nor does it provide information about her ethnicity. Therefore, the answer is not supported by the context."
sfq_20180,correct,mismatch_only,-0.0,0.0,CORRECT,UNSURE,ORG,0,0,30,What colour is the heraldic colour gules?,RED,RED,"In military organizations, the practice of carrying colours, standards or guidons, both to act as a rallying point for troops and to mark the location of the commander, is thought to have originated in Ancient Egypt some 5,000 years ago. The Roman Empire also made battle standards a part of their va","The context does not provide any information regarding heraldic colours or their meanings, including the colour gules."
sfq_1470,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,ORG,0,30,0,"""Sting's 2006 album """"Into the Labyrinth"""" is a collection of songs by John Dowland who was a 16th-17th century virtuoso on what instrument?""",Lute,Lute,"Gordon Matthew Thomas Sumner (born 2 October 1951), known professionally by his stage name Sting, is an English musician, singer-songwriter, and actor. He was the principal songwriter, lead singer, and bassist for the new wave rock band The Police from 1977 to 1984, before launching a solo career. H","The provided context does not include any information about Sting's album 'Into the Labyrinth' or its connection to John Dowland, making the answer unsupported."
sfq_24054,correct,mismatch_only,-0.0,0.0,CORRECT,UNSURE,PERSON,0,0,30,Of which sculptor was it said on his gravestone to be a loss to the Cafe Royal?,Jacob Epstein,Jacob Epstein,"The Hotel Café Royal is a five-star hotel at 68 Regent Street in London's Piccadilly. Before its conversion in 2008-2012 it was a restaurant and meeting place.

History

The establishment was originally conceived and set up in 1865 by Daniel Nicholas Thévenon, who was a French wine merchant. He had ",The context provides information about Jacob Epstein being a patron of the Café Royal but does not address any details about a gravestone or a statement regarding his loss.
sfq_26204,confusing_wrong,mismatch_only,-0.0,0.0,INCORRECT,UNSURE,OTHER,0,0,30,Alan Minter was World boxing champion at which weight?,Doe,Middleweight,Boxing is a martial art and combat sport in which two people wearing protective gloves throw punches at each other for a predetermined set of time in a boxing ring. Amateur boxing is both an Olympic and Commonwealth sport and is a common fixture in most international games—it also has its own World ,The context does not provide any information about Alan Minter or the specific weight class in which he was a World boxing champion.
sfq_26204,correct,mismatch_only,-0.0,0.0,CORRECT,UNSURE,OTHER,0,0,30,Alan Minter was World boxing champion at which weight?,Middleweight,Middleweight,Boxing is a martial art and combat sport in which two people wearing protective gloves throw punches at each other for a predetermined set of time in a boxing ring. Amateur boxing is both an Olympic and Commonwealth sport and is a common fixture in most international games—it also has its own World ,"The context does not provide any information about Alan Minter or his weight class as a boxing champion, making it impossible to determine the correctness of the answer."
tb_1478,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,PERSON,0,30,0,The 19th century invention Paige Compositor sought to replace the typewriter but ended up becoming a failure. Which American author lost nearly all his fortune for its development?,Mark Twain,Mark Twain,A typewriter is a mechanical or electromechanical machine for writing in characters similar to those produced by printer's movable type by means of keyboard-operated types striking a ribbon to transfer ink or carbon impressions onto paper. Typically one character is printed on each keypress. The mac,"The provided context does not include any information about Mark Twain losing his fortune due to the Paige Compositor, nor does it mention the invention itself."
sfq_9742,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,LOCATION,0,30,0,What is the capital of Rwanda?,Kigali,Kigali,"Rwanda ( or (); ), officially the Republic of Rwanda (; ), is a sovereign state in central and east Africa and one of the smallest countries on the African mainland. Located a few degrees south of the Equator, Rwanda is bordered by Uganda, Tanzania, Burundi and the Democratic Republic of the Congo. ","The provided context does not include any information about the capital city of Rwanda, which makes it impossible to confirm the answer as correct."
sfq_8664,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,PERSON,0,30,0,Who composed the symphonic poem `Dance Macabre'?,CAMILLE SAINT-SAENS,CAMILLE SAINT-SAENS,"A symphonic poem or tone poem is a piece of orchestral music, usually in a single continuous movement, which illustrates or evokes the content of a poem, short story, novel, painting, landscape, or other (non-musical) source. The German term Tondichtung (tone poem) appears to have been first used by","The context does not mention Camille Saint-Saëns or the symphonic poem 'Dance Macabre', therefore the answer cannot be verified as correct."
sfq_2746,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,LOCATION,0,30,0,LOT is the national airline of which country?,Poland,Poland,"Major Airlines of Europe - Nations Online Project Major Airlines of Europe ___ Major Airlines of Europe List of major airlines and flag air carriers operating from European countries. Listed are international and domestic operating airlines, commercial airlines with passenger and cargo services, sch","The provided context does not include any information about LOT or its status as the national airline of Poland, making the answer unsupported."
wh_1544,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,OTHER,0,30,0,"What was the name of the letters that in 1566 implicated Mary Queen of Scots in the murder of her second husband, Lord Darnley?",CASKET LETTERS,CASKET LETTERS,"Mary, Queen of Scots (8 December 1542 – 8 February 1587), also known as Mary Stuart or Mary I of Scotland, was Queen of Scotland from 14 December 1542 to 24 July 1567 and Queen consort of France from 10 July 1559 to 5 December 1560. Mary, the only surviving legitimate child of King James V of Scotla","The provided context does not include any information about the Casket Letters or their role in implicating Mary in Darnley's murder, making the answer unsupported."
tc_2128,correct,mismatch_only,-0.0,0.0,CORRECT,UNSURE,ORG,0,0,30,On which label did Chuck Berry record in the 1950s and 1960s?,Chess,Chess,"For music from a year in the 1950s, go to 50 | 51 | 52 | 53 | 54 | 55 | 56 | 57 | 58 | 59 This article includes an overview of the major events and trends in popular music in the 1950s. In the First World, rock and roll, doo-wop, pop, swing, rhythm and blues, blues, country and rockabilly dominated ",The context does not provide information about the specific record label Chuck Berry recorded with during the 1950s and 1960s.
tb_960,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,ORG,0,30,0,"After an episode of The Simpsons in which Bart is eaten by a boa aired in 2002, which city's tourism department threatened to sue Fox for defamation? (hint: the city was the center of world's attention in 2014 and will be in 2016 as well)",Rio,Rio,"The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company. The series is a satirical depiction of a working class lifestyle epitomized by the Simpson family, which consists of Homer, Marge, Bart, Lisa, and Maggie. The show is set in the fictional town of S","The provided context does not contain any information regarding a lawsuit from a city's tourism department related to an episode of The Simpsons, nor does it mention Rio in this context."
wh_684,correct,mismatch_only,-0.0,0.0,CORRECT,INCORRECT,ORG,0,30,0,"Becoming very famous in 1970, what is the much more famous name of Rosemary Brown who was born on August 30th 1951, since marrying in 1978 her name has become Rosemary Scallon?",DANA,DANA,"Lee County - Obits - S Fort Myers News-Press, November 19, 2013 - Malih Sadighi passed away suddenly November 15 in Portland, Oregan. Malih spent most of her life in Orangeburg, South Carolina were she was a French professor teaching for South Carolina State University for over 20 years. She and her","The context provided does not mention Rosemary Brown or her marriage to become Rosemary Scallon, nor does it provide any information about someone named Dana. Therefore, the answer cannot be supported."
