question_id,answer_category,semantic_entropy,normalized_entropy,active_clusters,flip_rate,majority_verdict,n_trials,p_correct,p_incorrect,p_unsure,answer_type_ner,question_length,context_length,expected_verdict,is_unstable,is_mismatch,issue_type
odql_2963,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,20,2000,INCORRECT,False,False,stable_correct
odql_3626,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,1514,INCORRECT,False,False,stable_correct
odql_3626,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,11,1514,CORRECT,False,False,stable_correct
odql_3626,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,1514,INCORRECT,False,False,stable_correct
odql_4122,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000,INCORRECT,False,False,stable_correct
odql_4122,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,16,2000,CORRECT,False,False,stable_correct
odql_4122,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000,INCORRECT,False,False,stable_correct
odql_5120,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000,INCORRECT,False,False,stable_correct
odql_5120,correct,0.9097944822721153,0.8281306259327341,3,0.36666666666666664,CORRECT,30,0.6333333333333333,0.2,0.16666666666666666,PERSON,15,2000,CORRECT,True,False,unstable_only
odql_5120,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000,INCORRECT,False,False,stable_correct
odql_5141,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,5,2000,INCORRECT,False,False,stable_correct
odql_5141,correct,0.6931471805599453,1.0,2,0.5,INCORRECT,30,0.0,0.5,0.5,LOCATION,5,2000,CORRECT,True,True,both
odql_5141,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,5,2000,INCORRECT,False,False,stable_correct
odql_5758,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_5758,correct,1.0386088352168543,0.9453825029355898,3,0.5,UNSURE,30,0.23333333333333334,0.26666666666666666,0.5,OTHER,13,2000,CORRECT,True,True,both
odql_5758,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_5818,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,INCORRECT,False,False,stable_correct
odql_5818,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,CORRECT,False,True,mismatch_only
odql_5818,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,INCORRECT,False,False,stable_correct
odql_5884,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000,INCORRECT,False,False,stable_correct
odql_5884,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,10,2000,CORRECT,False,False,stable_correct
odql_5884,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000,INCORRECT,False,False,stable_correct
odql_6612,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_6612,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,13,2000,CORRECT,False,False,stable_correct
odql_6612,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_7173,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000,INCORRECT,False,False,stable_correct
odql_7173,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,9,2000,CORRECT,False,False,stable_correct
odql_7173,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000,INCORRECT,False,False,stable_correct
odql_761,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
odql_761,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,CORRECT,False,True,mismatch_only
odql_761,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
odql_8192,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,28,2000,INCORRECT,False,False,stable_correct
odql_8192,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,28,2000,CORRECT,False,False,stable_correct
odql_8192,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,28,2000,INCORRECT,False,False,stable_correct
odql_8433,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638,INCORRECT,False,False,stable_correct
odql_8433,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638,CORRECT,False,True,mismatch_only
odql_8433,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638,INCORRECT,False,False,stable_correct
odql_872,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,1298,INCORRECT,False,False,stable_correct
odql_872,correct,0.3250829733914482,0.46899559358928117,2,0.1,UNSURE,30,0.0,0.1,0.9,ORG,8,1298,CORRECT,True,True,both
odql_872,obvious_wrong,0.6931471805599453,1.0,2,0.5,INCORRECT,30,0.0,0.5,0.5,ORG,8,1298,INCORRECT,True,False,unstable_only
odql_9260,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000,INCORRECT,False,False,stable_correct
odql_9260,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,16,2000,CORRECT,False,False,stable_correct
odql_9260,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000,INCORRECT,False,False,stable_correct
qb_1253,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,INCORRECT,False,False,stable_correct
qb_1253,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,CORRECT,False,True,mismatch_only
qb_1253,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,INCORRECT,False,False,stable_correct
qb_1556,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,474,INCORRECT,False,False,stable_correct
qb_1556,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,474,CORRECT,False,False,stable_correct
qb_1556,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,474,INCORRECT,False,False,stable_correct
qb_1652,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
qb_1652,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,CORRECT,False,True,mismatch_only
qb_1652,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
qb_1901,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,6,306,INCORRECT,False,False,stable_correct
qb_1901,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,6,306,CORRECT,False,False,stable_correct
qb_1901,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,6,306,INCORRECT,False,False,stable_correct
qb_3065,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,904,INCORRECT,False,False,stable_correct
qb_3065,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,904,CORRECT,False,True,mismatch_only
qb_3065,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,904,INCORRECT,False,False,stable_correct
qb_3614,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,INCORRECT,False,False,stable_correct
qb_3614,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,CORRECT,False,True,mismatch_only
qb_3614,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000,INCORRECT,False,False,stable_correct
qb_3703,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000,INCORRECT,False,False,stable_correct
qb_3703,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000,CORRECT,False,True,mismatch_only
qb_3703,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000,INCORRECT,False,False,stable_correct
qb_3822,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,19,2000,INCORRECT,False,False,stable_correct
qb_3822,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,19,2000,CORRECT,False,False,stable_correct
qb_3822,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,19,2000,INCORRECT,False,False,stable_correct
qb_4301,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,6,1793,INCORRECT,False,False,stable_correct
qb_4301,correct,0.5004024235381879,0.7219280948873623,2,0.2,UNSURE,30,0.0,0.2,0.8,OTHER,6,1793,CORRECT,True,True,both
qb_4301,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,6,1793,INCORRECT,False,False,stable_correct
qb_60,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1336,INCORRECT,False,False,stable_correct
qb_60,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,1336,CORRECT,False,False,stable_correct
qb_60,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1336,INCORRECT,False,False,stable_correct
qb_7060,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000,INCORRECT,False,False,stable_correct
qb_7060,correct,0.6842317651303003,0.9871377743721862,2,0.43333333333333335,UNSURE,30,0.0,0.43333333333333335,0.5666666666666667,PERSON,15,2000,CORRECT,True,True,both
qb_7060,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000,INCORRECT,False,False,stable_correct
qb_7691,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,2000,INCORRECT,False,False,stable_correct
qb_7691,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,2000,CORRECT,False,False,stable_correct
qb_7691,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,2000,INCORRECT,False,False,stable_correct
qb_7790,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,19,1251,INCORRECT,False,False,stable_correct
qb_7790,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,19,1251,CORRECT,False,False,stable_correct
qb_7790,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,19,1251,INCORRECT,False,False,stable_correct
qb_8367,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,21,2000,INCORRECT,False,False,stable_correct
qb_8367,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,21,2000,CORRECT,False,False,stable_correct
qb_8367,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,21,2000,INCORRECT,False,False,stable_correct
qb_8444,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
qb_8444,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,2000,CORRECT,False,False,stable_correct
qb_8444,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
qb_8477,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,12,2000,INCORRECT,False,False,stable_correct
qb_8477,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,INCORRECT,30,0.0,0.9333333333333333,0.06666666666666667,OTHER,12,2000,CORRECT,True,True,both
qb_8477,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,12,2000,INCORRECT,False,False,stable_correct
qb_9009,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,33,2000,INCORRECT,False,False,stable_correct
qb_9009,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,33,2000,CORRECT,False,False,stable_correct
qb_9009,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,33,2000,INCORRECT,False,False,stable_correct
qb_9992,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
qb_9992,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,14,2000,CORRECT,False,False,stable_correct
qb_9992,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000,INCORRECT,False,False,stable_correct
qf_1647,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,INCORRECT,False,False,stable_correct
qf_1647,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,CORRECT,False,True,mismatch_only
qf_1647,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000,INCORRECT,False,False,stable_correct
qf_2335,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,312,INCORRECT,False,False,stable_correct
qf_2335,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,312,CORRECT,False,True,mismatch_only
qf_2335,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,312,INCORRECT,False,False,stable_correct
qf_3190,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,12,2000,INCORRECT,False,False,stable_correct
qf_3190,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,12,2000,CORRECT,False,False,stable_correct
qf_3190,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,12,2000,INCORRECT,False,False,stable_correct
qf_3619,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,8,2000,INCORRECT,False,False,stable_correct
qf_3619,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,8,2000,CORRECT,False,True,mismatch_only
qf_3619,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,8,2000,INCORRECT,False,False,stable_correct
qf_506,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qf_506,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,CORRECT,False,True,mismatch_only
qf_506,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qg_1054,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,18,2000,INCORRECT,False,False,stable_correct
qg_1054,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,18,2000,CORRECT,False,False,stable_correct
qg_1054,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,18,2000,INCORRECT,False,False,stable_correct
qg_1166,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,33,2000,INCORRECT,False,False,stable_correct
qg_1166,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,33,2000,CORRECT,False,False,stable_correct
qg_1166,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,33,2000,INCORRECT,False,False,stable_correct
qg_1199,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,1604,INCORRECT,False,False,stable_correct
qg_1199,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,1604,CORRECT,False,True,mismatch_only
qg_1199,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,1604,INCORRECT,False,False,stable_correct
qg_1234,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qg_1234,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,12,2000,CORRECT,False,False,stable_correct
qg_1234,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qg_236,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,23,2000,INCORRECT,False,False,stable_correct
qg_236,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,23,2000,CORRECT,False,False,stable_correct
qg_236,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,23,2000,INCORRECT,False,False,stable_correct
qg_2678,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qg_2678,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,12,2000,CORRECT,False,False,stable_correct
qg_2678,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,12,2000,INCORRECT,False,False,stable_correct
qg_3523,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,24,2000,INCORRECT,False,False,stable_correct
qg_3523,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,24,2000,CORRECT,False,False,stable_correct
qg_3523,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,24,2000,INCORRECT,False,False,stable_correct
qg_3766,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,NUMBER,13,1490,INCORRECT,False,False,stable_correct
qg_3766,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,NUMBER,13,1490,CORRECT,False,False,stable_correct
qg_3766,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,NUMBER,13,1490,INCORRECT,False,False,stable_correct
qg_857,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,47,2000,INCORRECT,False,False,stable_correct
qg_857,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,47,2000,CORRECT,False,False,stable_correct
qg_857,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,47,2000,INCORRECT,False,False,stable_correct
qg_984,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,23,2000,INCORRECT,False,False,stable_correct
qg_984,correct,0.6842317651303003,0.9871377743721862,2,0.43333333333333335,CORRECT,30,0.5666666666666667,0.43333333333333335,0.0,PERSON,23,2000,CORRECT,True,False,unstable_only
qg_984,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,23,2000,INCORRECT,False,False,stable_correct
qw_10130,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,176,INCORRECT,False,False,stable_correct
qw_10130,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,176,CORRECT,False,True,mismatch_only
qw_10130,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,176,INCORRECT,False,False,stable_correct
qw_11526,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,6,2000,INCORRECT,False,False,stable_correct
qw_11526,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,6,2000,CORRECT,False,False,stable_correct
qw_11526,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,6,2000,INCORRECT,False,False,stable_correct
qw_12459,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,33,2000,INCORRECT,False,False,stable_correct
qw_12459,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,33,2000,CORRECT,False,False,stable_correct
qw_12459,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,33,2000,INCORRECT,False,False,stable_correct
qw_1253,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000,INCORRECT,False,False,stable_correct
qw_1253,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,8,2000,CORRECT,False,False,stable_correct
qw_1253,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000,INCORRECT,False,False,stable_correct
qw_14649,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
qw_14649,correct,0.6571577614973405,0.9480782435939054,2,0.36666666666666664,INCORRECT,30,0.0,0.6333333333333333,0.36666666666666664,PERSON,9,2000,CORRECT,True,True,both
qw_14649,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
qw_15162,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,158,INCORRECT,False,False,stable_correct
qw_15162,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,15,158,CORRECT,False,False,stable_correct
qw_15162,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,158,INCORRECT,False,False,stable_correct
qw_15186,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,33,2000,INCORRECT,False,False,stable_correct
qw_15186,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,33,2000,CORRECT,False,True,mismatch_only
qw_15186,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,33,2000,INCORRECT,False,False,stable_correct
qw_1989,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000,INCORRECT,False,False,stable_correct
qw_1989,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,10,2000,CORRECT,False,False,stable_correct
qw_1989,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000,INCORRECT,False,False,stable_correct
qw_2135,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
qw_2135,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,13,2000,CORRECT,False,False,stable_correct
qw_2135,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
qw_2235,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000,INCORRECT,False,False,stable_correct
qw_2235,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,14,2000,CORRECT,False,False,stable_correct
qw_2235,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000,INCORRECT,False,False,stable_correct
qw_3435,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,10,1810,INCORRECT,False,False,stable_correct
qw_3435,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,10,1810,CORRECT,False,False,stable_correct
qw_3435,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,10,1810,INCORRECT,False,False,stable_correct
qw_3723,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,750,INCORRECT,False,False,stable_correct
qw_3723,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,24,750,CORRECT,False,False,stable_correct
qw_3723,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,750,INCORRECT,False,False,stable_correct
qw_5896,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,45,2000,INCORRECT,False,False,stable_correct
qw_5896,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,45,2000,CORRECT,False,False,stable_correct
qw_5896,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,45,2000,INCORRECT,False,False,stable_correct
qw_6046,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,16,2000,INCORRECT,False,False,stable_correct
qw_6046,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,16,2000,CORRECT,False,False,stable_correct
qw_6046,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,16,2000,INCORRECT,False,False,stable_correct
